transaction_id;product_id;locale;order_type;size;reason_code;price;fit_return_w_empty_reason_code;Fit Return;Product Name;Gender;date
179032160;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;07.12.21
460300685;2305;uk;cancelled;L;;;FALSE;FALSE;space_suit;male;13.11.21
137677565;2305;sweden;purchased;L;;;FALSE;FALSE;space_suit;male;07.12.21
542387297;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;male;16.12.21
459477546;6678;ireland;purchased;S;;;FALSE;FALSE;space_gloves;male;24.11.21
597728148;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;male;21.10.21
108436960;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;01.09.21
441629309;9602;uk;purchased;M;;;FALSE;FALSE;space_underwear;male;27.12.21
872533182;4982;us;purchased;L;;364,25;FALSE;FALSE;space_socks;female;29.11.21
958540889;4982;us;returned;M;;373,81;FALSE;FALSE;space_socks;female;23.10.21
973700485;2305;uk;returned;M;;;FALSE;FALSE;space_suit;male;30.12.21
445037418;2305;germany;purchased;M;;;FALSE;FALSE;space_suit;male;21.09.21
956614430;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;male;12.12.21
148070511;9602;canada;purchased;M;;-124,35;FALSE;FALSE;space_underwear;male;02.10.21
484317127;2305;us;purchased;S;;96,99;FALSE;FALSE;space_suit;female;25.09.21
434623527;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;male;09.12.21
788997314;6678;france;cancelled;XS;;;FALSE;FALSE;space_gloves;female;17.11.21
224362722;9602;uk;purchased;L;;;FALSE;FALSE;space_underwear;female;23.12.21
723190492;6678;canada;purchased;S;;73,5;FALSE;FALSE;space_gloves;male;24.10.21
812181304;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;02.10.21
817470571;6678;germany;cancelled;M;;;FALSE;FALSE;space_gloves;male;10.12.21
841834455;2305;uk;returned;XL;;;FALSE;FALSE;space_suit;female;19.10.21
174379679;2305;ireland;purchased;L;;;FALSE;FALSE;space_suit;male;24.11.21
998237357;1219;uk;purchased;M;;;FALSE;FALSE;space_helmet;female;20.12.21
376804962;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;female;30.12.21
228106998;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;female;23.11.21
306978028;2305;us;purchased;M;;223,44;FALSE;FALSE;space_suit;female;17.12.21
662861651;6678;us;purchased;XL;;258,75;FALSE;FALSE;space_gloves;female;18.11.21
862388030;9602;germany;purchased;XS;;;FALSE;FALSE;space_underwear;male;22.11.21
599068221;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;female;10.12.21
813167490;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;female;22.11.21
526489080;4982;uk;returned;L;;;FALSE;FALSE;space_socks;female;20.12.21
321160168;4982;us;purchased;M;;;FALSE;FALSE;space_socks;female;07.12.21
242249252;6678;germany;returned;M;;;FALSE;FALSE;space_gloves;female;23.12.21
295298427;2305;germany;purchased;M;;;FALSE;FALSE;space_suit;male;05.12.21
716848031;2305;uk;purchased;2XS;;;FALSE;FALSE;space_suit;male;03.12.21
278239892;2305;us;purchased;M;;;FALSE;FALSE;space_suit;female;21.12.21
108760420;9602;uk;purchased;M;;;FALSE;FALSE;space_underwear;male;25.11.21
741280469;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;13.12.21
234594936;2305;us;purchased;S;;984,1;FALSE;FALSE;space_suit;male;19.10.21
827142153;2305;uk;cancelled;M;;;FALSE;FALSE;space_suit;male;04.12.21
227239009;4982;france;purchased;M;;;FALSE;FALSE;space_socks;female;28.12.21
429311167;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;29.12.21
902151015;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;male;05.12.21
807337891;2305;us;purchased;M;;395,36;FALSE;FALSE;space_suit;male;05.12.21
880878360;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;female;07.10.21
696247272;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;male;15.12.21
830427534;2305;germany;returned;S;;;FALSE;FALSE;space_suit;male;02.11.21
982018651;9602;uk;purchased;M;;;FALSE;FALSE;space_underwear;male;01.12.21
557083279;2305;us;purchased;XS;;614,6;FALSE;FALSE;space_suit;female;15.11.21
347489377;2305;canada;purchased;S;;124,35;FALSE;FALSE;space_suit;female;12.10.21
529854225;6678;us;purchased;M;;333,72;FALSE;FALSE;space_gloves;male;30.10.21
532531738;1219;us;returned;L;;404,5;FALSE;FALSE;space_helmet;female;21.11.21
887019091;2305;italy;purchased;XS;;;FALSE;FALSE;space_suit;male;13.09.21
918524569;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;male;03.11.21
132075069;2305;canada;purchased;L;;502,9;FALSE;FALSE;space_suit;female;21.09.21
297886831;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;male;26.11.21
518740226;9602;canada;cancelled;2XL;;-186,5;FALSE;FALSE;space_underwear;male;29.11.21
822716537;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;female;23.12.21
204297914;1219;uk;purchased;S;;;FALSE;FALSE;space_helmet;female;04.12.21
617842223;6678;uk;returned;M;;;FALSE;FALSE;space_gloves;male;09.12.21
750790359;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;26.11.21
842329767;4982;italy;cancelled;M;;;FALSE;FALSE;space_socks;female;16.12.21
689385026;2305;germany;purchased;XS;;;FALSE;FALSE;space_suit;male;20.09.21
723413461;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;female;04.12.21
970852880;2305;canada;purchased;M;;124,35;FALSE;FALSE;space_suit;female;30.09.21
290972528;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;male;15.11.21
720880282;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;female;29.11.21
304946331;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;female;21.09.21
189057033;6678;switzerland;purchased;L;;;FALSE;FALSE;space_gloves;female;10.12.21
750786199;2305;netherlands;purchased;S;;;FALSE;FALSE;space_suit;male;05.11.21
862548654;2305;us;purchased;2XL;;;FALSE;FALSE;space_suit;female;30.10.21
817966189;2305;germany;purchased;XS;;;FALSE;FALSE;space_suit;female;23.12.21
599756062;2305;france;purchased;S;;;FALSE;FALSE;space_suit;male;12.11.21
991944289;2305;canada;purchased;2XL;;417,5;FALSE;FALSE;space_suit;male;22.10.21
508461916;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;29.12.21
861071034;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;06.11.21
121042770;1219;uk;returned;L;;;FALSE;FALSE;space_helmet;male;21.12.21
334075002;2305;us;cancelled;M;;478,7;FALSE;FALSE;space_suit;male;17.09.21
960394406;6678;us;returned;M;;192,18;FALSE;FALSE;space_gloves;male;02.12.21
986876437;2305;austria;purchased;M;;;FALSE;FALSE;space_suit;female;29.11.21
239775320;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;female;10.12.21
753732151;2305;canada;purchased;M;;;FALSE;FALSE;space_suit;female;10.08.21
408550357;6678;germany;purchased;L;;;FALSE;FALSE;space_gloves;male;13.12.21
588117476;4982;us;purchased;S;;398,38;FALSE;FALSE;space_socks;female;17.11.21
562876383;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;female;08.11.21
559890668;2305;germany;returned;S;;;FALSE;FALSE;space_suit;male;30.10.21
328554937;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;female;28.12.21
844606337;6678;france;purchased;XS;;;FALSE;FALSE;space_gloves;male;24.11.21
973586671;2305;ireland;purchased;3XL;;;FALSE;FALSE;space_suit;male;11.12.21
197909094;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;22.11.21
663160823;4982;us;purchased;L;;;FALSE;FALSE;space_socks;female;25.09.21
693675646;6678;uk;purchased;XL;;;FALSE;FALSE;space_gloves;male;22.12.21
691361000;6678;germany;purchased;L;;;FALSE;FALSE;space_gloves;male;06.12.21
867086737;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;29.12.21
284190931;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;male;28.11.21
865100834;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;male;28.11.21
830674538;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;female;20.12.21
348615394;9602;uk;purchased;S;;;FALSE;FALSE;space_underwear;male;16.12.21
943806740;2305;canada;purchased;2XL;;576,35;FALSE;FALSE;space_suit;male;08.12.21
606223452;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;male;05.10.21
968934484;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;female;12.11.21
592474156;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;13.12.21
253731191;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;male;03.11.21
418366483;2305;canada;purchased;M;;312,5;FALSE;FALSE;space_suit;female;19.09.21
508747836;2305;germany;purchased;M;;;FALSE;FALSE;space_suit;male;25.12.21
533880895;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;male;28.11.21
492189711;6678;ireland;purchased;XL;;;FALSE;FALSE;space_gloves;male;01.10.21
351719174;2305;germany;purchased;XL;;;FALSE;FALSE;space_suit;female;29.09.21
175011121;2305;us;returned;S;;96,99;FALSE;FALSE;space_suit;female;31.10.21
584290045;2305;us;purchased;S;;;FALSE;FALSE;space_suit;female;21.09.21
268234384;6678;canada;purchased;L;;112,1;FALSE;FALSE;space_gloves;male;30.10.21
213365028;9602;us;purchased;M;;388,16;FALSE;FALSE;space_underwear;male;28.10.21
817084782;9602;germany;purchased;M;;;FALSE;FALSE;space_underwear;male;26.11.21
310531281;2305;uk;purchased;2XL;;;FALSE;FALSE;space_suit;male;09.10.21
211546767;6678;us;purchased;XS;;;FALSE;FALSE;space_gloves;male;22.11.21
734999679;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;male;16.12.21
267099976;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;25.10.21
584383526;4982;uk;purchased;S;;;FALSE;FALSE;space_socks;female;18.12.21
283400315;2305;us;purchased;L;;;FALSE;FALSE;space_suit;male;21.10.21
128306989;9602;canada;purchased;L;;;FALSE;FALSE;space_underwear;male;07.10.21
588015093;1219;uk;purchased;L;;;FALSE;FALSE;space_helmet;female;15.12.21
576606934;2305;ireland;purchased;S;;;FALSE;FALSE;space_suit;male;11.12.21
823934312;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;female;23.12.21
347315761;2305;us;purchased;S;;289,56;FALSE;FALSE;space_suit;female;13.10.21
218437671;2305;netherlands;purchased;XL;;;FALSE;FALSE;space_suit;female;05.12.21
865129048;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;female;10.12.21
697650507;2305;netherlands;purchased;S;;;FALSE;FALSE;space_suit;male;29.12.21
269010150;6678;us;purchased;M;;266,6;FALSE;FALSE;space_gloves;female;12.11.21
995988437;6678;us;purchased;2XS;;209,92;FALSE;FALSE;space_gloves;female;27.12.21
962166354;9602;us;purchased;M;;435,69;FALSE;FALSE;space_underwear;male;05.12.21
418728827;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;female;13.12.21
491769591;2305;us;purchased;M;;409,93;FALSE;FALSE;space_suit;male;10.11.21
323313723;6678;us;purchased;M;;351,5;FALSE;FALSE;space_gloves;male;17.10.21
910074908;6678;germany;purchased;M;;;FALSE;FALSE;space_gloves;male;25.10.21
376643983;2305;germany;purchased;M;;;FALSE;FALSE;space_suit;female;12.12.21
806053755;2305;us;purchased;L;;351,5;FALSE;FALSE;space_suit;female;14.12.21
671308973;1219;germany;purchased;L;;;FALSE;FALSE;space_helmet;male;25.12.21
860009836;2305;germany;purchased;M;;;FALSE;FALSE;space_suit;female;29.11.21
932724882;2305;sweden;purchased;XL;;;FALSE;FALSE;space_suit;male;24.12.21
894081471;6678;canada;purchased;M;;;FALSE;FALSE;space_gloves;male;27.12.21
938007972;9602;us;purchased;M;;373,75;FALSE;FALSE;space_underwear;female;05.10.21
667128738;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;06.11.21
671282066;4982;uk;purchased;L;;;FALSE;FALSE;space_socks;female;26.12.21
893713948;2305;us;purchased;L;;;FALSE;FALSE;space_suit;female;10.08.21
705429936;1219;us;cancelled;S;;289,56;FALSE;FALSE;space_helmet;female;13.10.21
498972901;2305;us;purchased;XS;;6,74;FALSE;FALSE;space_suit;male;25.10.21
544059978;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;female;09.12.21
549310927;2305;us;purchased;S;;203,75;FALSE;FALSE;space_suit;female;04.12.21
732895497;4982;uk;purchased;M;;;FALSE;FALSE;space_socks;female;22.09.21
427845651;6678;uk;returned;L;;;FALSE;FALSE;space_gloves;female;01.12.21
144666607;6678;france;returned;M;;;FALSE;FALSE;space_gloves;male;12.12.21
986800693;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;female;11.09.21
952617261;6678;uk;cancelled;L;;;FALSE;FALSE;space_gloves;female;23.12.21
751988599;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;09.10.21
897721902;2305;canada;purchased;S;;552,16;FALSE;FALSE;space_suit;female;21.11.21
426457944;1219;uk;returned;S;;;FALSE;FALSE;space_helmet;female;18.12.21
192177165;2305;us;purchased;S;;;FALSE;FALSE;space_suit;female;30.10.21
767064587;6678;canada;purchased;M;;391,5;FALSE;FALSE;space_gloves;male;05.12.21
332725258;6678;canada;purchased;S;;132,75;FALSE;FALSE;space_gloves;male;07.10.21
969070554;6678;canada;purchased;S;;502,9;FALSE;FALSE;space_gloves;male;25.10.21
843510216;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;24.12.21
644486931;1219;germany;purchased;XL;;;FALSE;FALSE;space_helmet;male;18.11.21
263446496;2305;us;purchased;M;;345,13;FALSE;FALSE;space_suit;male;19.12.21
552062307;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;29.11.21
195649357;2305;us;purchased;M;;319,8;FALSE;FALSE;space_suit;female;08.10.21
695004675;6678;france;purchased;L;;;FALSE;FALSE;space_gloves;male;09.11.21
484401027;2305;germany;cancelled;XL;;;FALSE;FALSE;space_suit;male;01.12.21
375036810;2305;france;purchased;L;;;FALSE;FALSE;space_suit;female;11.11.21
596140649;2305;canada;purchased;L;;412,5;FALSE;FALSE;space_suit;male;19.06.21
871816028;2305;uk;purchased;L;;;FALSE;FALSE;space_suit;male;01.12.21
328192039;6678;uk;purchased;L;;;FALSE;FALSE;space_gloves;male;09.10.21
689901411;2305;germany;purchased;S;;;FALSE;FALSE;space_suit;female;16.11.21
892362467;4982;germany;purchased;S;;;FALSE;FALSE;space_socks;female;25.12.21
643930221;2305;us;returned;M;;345,13;FALSE;FALSE;space_suit;male;12.10.21
698643963;1219;uk;purchased;M;;;FALSE;FALSE;space_helmet;female;20.12.21
395038012;2305;uk;returned;L;;;FALSE;FALSE;space_suit;female;08.12.21
482575334;2305;germany;purchased;XL;;;FALSE;FALSE;space_suit;male;25.11.21
764762021;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;male;25.12.21
175266133;2305;germany;purchased;L;;;FALSE;FALSE;space_suit;male;23.11.21
210277269;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;13.12.21
441047769;6678;canada;purchased;S;;299,5;FALSE;FALSE;space_gloves;male;25.10.21
978293994;2305;luxembourg;purchased;S;;;FALSE;FALSE;space_suit;male;22.12.21
335262312;4982;canada;purchased;S;;488,93;FALSE;FALSE;space_socks;male;21.11.21
483197864;2305;canada;cancelled;M;;576,35;FALSE;FALSE;space_suit;male;17.11.21
411919305;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;female;09.12.21
960778271;6678;canada;purchased;L;;359,75;FALSE;FALSE;space_gloves;female;02.09.21
329804252;9602;uk;purchased;XL;;;FALSE;FALSE;space_underwear;male;13.12.21
633253336;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;16.12.21
329109324;6678;canada;purchased;S;;338,4;FALSE;FALSE;space_gloves;female;26.12.21
534828555;2305;us;purchased;XL;;279,28;FALSE;FALSE;space_suit;female;01.12.21
180196104;9602;uk;purchased;XL;;;FALSE;FALSE;space_underwear;male;08.12.21
137357186;2305;netherlands;purchased;S;;;FALSE;FALSE;space_suit;male;22.12.21
269563357;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;15.12.21
786903793;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;female;16.12.21
803349368;2305;canada;purchased;M;;350,35;FALSE;FALSE;space_suit;female;02.07.21
821419922;6678;uk;purchased;M;;;FALSE;FALSE;space_gloves;male;09.11.21
751855949;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;male;20.11.21
116121511;2305;uk;purchased;XS;;;FALSE;FALSE;space_suit;male;27.11.21
949373031;6678;us;cancelled;L;;28,38;FALSE;FALSE;space_gloves;male;27.10.21
152448163;6678;germany;cancelled;S;;;FALSE;FALSE;space_gloves;male;08.11.21
324339653;2305;uk;purchased;S;;;FALSE;FALSE;space_suit;male;05.11.21
949174691;2305;us;purchased;M;;;FALSE;FALSE;space_suit;male;11.10.21
711162423;2305;us;purchased;L;;660,63;FALSE;FALSE;space_suit;male;27.10.21
112720211;2305;france;purchased;XS;;;FALSE;FALSE;space_suit;male;24.11.21
642536980;1219;us;purchased;L;;;FALSE;FALSE;space_helmet;male;03.12.21
466956013;6678;uk;purchased;XL;;;FALSE;FALSE;space_gloves;male;02.12.21
765388241;2305;us;purchased;L;;607,5;FALSE;FALSE;space_suit;male;05.12.21
823117613;2305;canada;purchased;S;;-73,5;FALSE;FALSE;space_suit;male;20.09.21
501431301;2305;canada;purchased;L;;;FALSE;FALSE;space_suit;male;01.11.21
597994470;6678;us;purchased;M;;249,19;FALSE;FALSE;space_gloves;male;26.10.21
289028686;1219;us;purchased;M;;239,63;FALSE;FALSE;space_helmet;female;21.10.21
505287946;9602;canada;purchased;XS;;73,5;FALSE;FALSE;space_underwear;male;30.10.21
327930017;6678;uk;purchased;S;;;FALSE;FALSE;space_gloves;male;25.11.21
417052874;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;male;03.12.21
525411505;2305;uk;purchased;M;;;FALSE;FALSE;space_suit;male;05.11.21
272510960;2305;uk;returned;S;;;FALSE;FALSE;space_suit;male;22.12.21
728718789;4982;us;purchased;M;;345,13;FALSE;FALSE;space_socks;female;27.10.21
995971365;2305;uk;purchased;XL;;;FALSE;FALSE;space_suit;male;27.11.21
627115757;9602;uk;purchased;XL;;;FALSE;FALSE;space_underwear;male;23.10.21
